CLSS ID,CRN,Term,Term Code,Department Code,Subject Code,Catalog Number,Course,Section,Course Title,Long Title,Schedule Type,Title,Meeting Pattern,Meetings,Instructor,Building and Room,Status,Part of Term,Session,Campus,Instructional Method,Visible,Special Approval,Credit Hrs Min,Credit Hours,Grade Mode,URL,Attributes,Course Attributes,Enrollment,Maximum Enrollment,Prior Enrollment,Waitlist Maximum,Wait Total,Cross-listings,Cross-list Enrollment,Cross-list Maximum,Cross-list Wait Total,Comments (details for ASO and/or justifications for Dean/FM approvals),Section Text (visible in student views)#1,Section Text (visible in student views)#2,Final Exam,"Restrictions
Student Attribute 
Include/Exclude","Restrictions
Student Attribute","Restrictions
Classification 
Include/Exclude","Restrictions
Classification","Restrictions
Degree 
Include/Exclude","Restrictions
Degree","Restrictions
Department 
Include/Exclude","Restrictions
Department","Restrictions
Level 
Include/Exclude","Restrictions
Level","Restrictions
Field of Study - All 
Include/Exclude","Restrictions
Field of Study - All","Restrictions
Field of Study - Concentration 
Include/Exclude","Restrictions
Field of Study - Concentration","Restrictions
Field of Study - Major 
Include/Exclude","Restrictions
Field of Study - Major","Restrictions
Field of Study - Minor 
Include/Exclude","Restrictions
Field of Study - Minor","Restrictions
Program 
Include/Exclude","Restrictions
Program"
6832,37174,2024 Spring,202420,DGM,DWDD,1600,DWDD 1600,H22 (37174),Web Essentials,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Ruf, David (10002223) [Primary, 100%]",HSPC TBA,Active,HS Semester (HSS) - HSS (1/2/24 to 6/7/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/concurrent,,Lab access fee of $45 applies,0,100,0,0,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,Include (I),High School Concurrent Enroll (HSCE) 
6035,36111,2024 Spring,202420,DGM,DWDD,1600,DWDD 1600,H42 (36111),Web Essentials,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Whittekiend, Shauna (10015170) [Primary, 100%]",HSSF TBA,Active,HS Semester (HSS) - HSS (1/2/24 to 6/7/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/concurrent/,,Lab access fee of $45 applies,0,100,6,0,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,Include (I),High School Concurrent Enroll (HSCE) 
7703,NEW,2024 Spring,202420,DGM,DWDD,1600,DWDD 1600,H50 (NEW),Web Essentials,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Staff [Primary, 100%]",Choose an Option,Active,HS Semester (HSS) - HSS (1/2/24 to 6/7/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,,Lab access fee of $45 applies,0,100,,0,0,,,,,HSCE-101;HSC-1,,,Y--Classroom/Lab is needed,,,,,,,,,,,,,,,,,,,,
5906,35895,2024 Spring,202420,DGM,DWDD,1600,DWDD 1600,H61 (35895),Web Essentials,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Mackay, Stanley (10943044) [Primary, 100%]",HSTI TBA,Active,HS Semester (HSS) - HSS (1/2/24 to 6/7/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/concurrent/,,Lab access fee of $45 applies,0,100,4,0,0,,,,,HSCE-101;HSC-1,,,N--Classroom/Lab is NOT needed,,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,Include (I),High School Concurrent Enroll (HSCE) 
6812,37153,2024 Spring,202420,DGM,DWDD,1600,DWDD 1600,J64 (37153),Web Essentials,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Reynaud, Josie (10451858) [Primary, 100%]",HSMM TBA,Active,HS Semester (HSS) - HSS (1/2/24 to 6/7/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/concurrent/,,Lab access fee of $45 applies,0,100,23,0,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,Include (I),High School Concurrent Enroll (HSCE) 
545,14070,2024 Spring,202420,DGM,DWDD,1600,DWDD 1600,X01 (14070),Web Essentials,,Online (W),,Does Not Meet,Does Not Meet [Online (Class)],"Cheney, Paul (10549046) [Primary, 100%]; Monahan, Leisa (10956790) [0%]",ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,25,20,25,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
2605,27998,2024 Spring,202420,DGM,DWDD,1600,DWDD 1600,X02 (27998),Web Essentials,,Online (W),,Does Not Meet,Does Not Meet [Online (Class)],"Anderson, Thor (10449872) [Primary, 100%]; Monahan, Leisa (10956790) [0%]",ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,25,23,25,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
6220,36401,2024 Spring,202420,DGM,DWDD,1600,DWDD 1600,X03 (36401),Web Essentials,,Online (W),,Does Not Meet,Does Not Meet [Online (Class)],"Cheney, Paul (10549046) [Primary, 100%]; Monahan, Leisa (10956790) [0%]",ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,25,16,25,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,27419,2024 Spring,202420,DGM,DWDD,1720,DWDD 1720,X01 (27419),Scripting for Internet Tech,,Online (W),,Does Not Meet,Does Not Meet [Online (Class)],"Anderson, Thor (10449872) [Primary, 100%]",ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,25,19,25,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
2567,27864,2024 Spring,202420,DGM,DWDD,1720,DWDD 1720,X02 (27864),Scripting for Internet Tech,,Online (W),,Does Not Meet,Does Not Meet [Online (Class)],"Cheney, Paul (10549046) [Primary, 100%]",ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,25,16,25,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,15539,2024 Spring,202420,DGM,DWDD,2410,DWDD 2410,001 (15539),Interaction Design,,Face to Face (F),,TR 11:30am-12:45pm,TR 11:30am-12:45pm [Face to Face (Class)],"Hatch, Daniel (10184014) [Primary, 100%]; Kang, Adrinn (10791790) [0%]",CS 409,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/socialimpact/,Course Lab fee of $30 applies; Software fee of $15 applies; Lab access fee of $45 applies,Course Lab fee of $30 applies; Software fee of $15 applies; Lab access fee of $45 applies,0,30,17,30,0,,,,,,,This section requires students to participate in at least 20 hours of community-engaged service.,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4071,32214,2024 Spring,202420,DGM,DWDD,241R,DWDD 241R,201 (32214),Interaction Design Practicum,,Face to Face Lab (X),,TR 8:30am-9:45am,TR 8:30am-9:45am [Face to Face Lab (Class)],"Hatch, Daniel (10184014) [Primary, 100%]; Lam, Emily (10937765) [0%]",CS 409,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Laboratory (LAB),Yes,(None Assigned),1,1,Standard Letter,https://www.uvu.edu/socialimpact/,Course Lab fee of $30 applies; Software fee of $15 applies; Lab access fee of $45 applies,Course Lab fee of $30 applies; Software fee of $15 applies; Lab access fee of $45 applies,0,36,10,25,0,,,,,This was supposed to change to a 2 credit lab. I can not seem to change the credit ratio. Has been in processing since April 2023. ,,This section requires students to participate in at least 20 hours of community-engaged service.,N--Classroom/Lab is NOT needed,,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545,27829,2024 Spring,202420,DGM,DWDD,2420,DWDD 2420,001 (27829),Media Formats and Outputs,,Face to Face (F),,TR 8:30am-9:45am,TR 8:30am-9:45am [Face to Face (Class)],"Harper, Michael (10004676) [Primary, 100%]",CS 406,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Lab access fee of $45 applies,Lab access fee of $45 applies,0,30,24,25,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4464,33167,2024 Spring,202420,DGM,DWDD,2510,DWDD 2510,X01 (33167),Interactive Media Production,,Online (W),,Does Not Meet,Does Not Meet [Online (Class)],"Oliver, Eric (10057113) [Primary, 100%]",ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,30,24,30,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588,27944,2024 Spring,202420,DGM,DWDD,2520,DWDD 2520,601 (27944),Digital Product Experiences I,,Face to Face and Online (FFO),,R 5pm-6:15pm,R 5pm-6:15pm [Face to Face and Online (Class)]; Does Not Meet [Face to Face and Online (Class)],"Minert, Steven (10498963) [Primary, 100%]",CS 406; ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Evening,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,30,18,30,0,,,,,,,"Course is taught both in person, in a classroom, and via technology. The technology-delivered components include teaching and learning activities and reduces the time traditionally spent in the face-to-face class.",(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2547,27832,2024 Spring,202420,DGM,DWDD,2530,DWDD 2530,X01 (27832),Immersive Experiences I,,Online (W),,Does Not Meet,Does Not Meet [Online (Class)],"Hedrick, Emily (10470145) [Primary, 100%]; Curtis, Ariana (10897366) [0%]",ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Course fee of $18 applies; Lab access fee of $45 applies; Software fee of $22 applies,Course fee of $18 applies; Lab access fee of $45 applies; Software fee of $22 applies,0,34,18,34,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6820,37162,2024 Spring,202420,DGM,DWDD,2610,DWDD 2610,H42 (37162),Principles of Web Languages,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Whittekiend, Shauna (10015170) [Primary, 100%]",HSSF TBA,Active,HS Semester (HSS) - HSS (1/2/24 to 6/7/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/concurrent/,,Lab access fee of $45 applies,0,100,0,0,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,Include (I),High School Concurrent Enroll (HSCE) 
6811,37152,2024 Spring,202420,DGM,DWDD,2610,DWDD 2610,J64 (37152),Principles of Web Languages,,Face to Face (F),,Does Not Meet,Does Not Meet [Face to Face (Class)],"Reynaud, Josie (10451858) [Primary, 100%]",HSMM TBA,Active,HS Semester (HSS) - HSS (1/2/24 to 6/7/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/concurrent/,,Lab access fee of $45 applies,0,100,11,0,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,Include (I),High School Concurrent Enroll (HSCE) 
4072,32216,2024 Spring,202420,DGM,DWDD,2610,DWDD 2610,X01 (32216),Principles of Web Languages,,Online (W),,Does Not Meet,Does Not Meet [Online (Class)],"Cheney, Paul (10549046) [Primary, 100%]",ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,25,12,25,0,,,,,,,,(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3390,30405,2024 Spring,202420,DGM,DWDD,2720,DWDD 2720,001 (30405),Web Languages I,,Livestream (LS),,TR 10am-11:15am,TR 10am-11:15am [Livestream (Class)],"Anderson, Thor (10449872) [Primary, 100%]",LIVE STREAM,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,30,16,30,0,,,,,,,"Lecture is held live on specific days and times, but may include an online component.  Students participate from home using their own computer or device, and interact with the instructor and classmates on camera.",(No Option Selected),,,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3807,31537,2024 Spring,202420,DGM,DWDD,301R,DWDD 301R,001 (31537),Digital Lecture Series,,Livestream (LS),,T 4:30pm-5:20pm,T 4:30pm-5:20pm [Livestream (Class)],"Harper, Michael (10004676) [Primary, 100%]",LIVE STREAM,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class without Lab (LEC),Yes,(None Assigned),1,1,Standard Letter,https://www.uvu.edu/otl/students/index.html,,,0,50,24,25,0,,,,,,,"Lecture is held live on specific days and times, but may include an online component. Students participate using their own computer or device, and interact with the instructor and classmates on camera.",N--Classroom/Lab is NOT needed,Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
4920,34257,2024 Spring,202420,DGM,DWDD,301R,DWDD 301R,002 (34257),Digital Lecture Series,,Livestream (LS),,Does Not Meet,Does Not Meet [Livestream (Class)],"Staff [Primary, 100%]",Choose an Option,Cancelled,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),No,(None Assigned),1,1,Standard Letter,https://www.uvu.edu/otl/students/index.html,,,0,0,32,0,0,,,,,,,"Animation and Gaming students. 

Lecture is held live on specific days and times, but may include an online component. Students participate from home using their own computer or device, and interact with the instructor and classmates on camera.",(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2594,27955,2024 Spring,202420,DGM,DWDD,3520,DWDD 3520,601 (27955),Digital Product Experiences II,,Face to Face and Online (FFO),,R 6:30pm-7:45pm,R 6:30pm-7:45pm [Face to Face and Online (Class)]; Does Not Meet [Face to Face and Online (Class)],"Minert, Steven (10498963) [Primary, 100%]",CS 406; ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Evening,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Software fee of $15 applies; Lab access fee of $45 applies,Software fee of $15 applies; Lab access fee of $45 applies,0,30,26,30,0,,,,,,,"Course is taught both in person, in a classroom, and via technology. The technology-delivered components include teaching and learning activities and reduces the time traditionally spent in the face-to-face class.",(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431,30519,2024 Spring,202420,DGM,DWDD,3530,DWDD 3530,001 (30519),Immersive Experiences II,,Face to Face (F),,TR 2:30pm-3:45pm,TR 2:30pm-3:45pm [Face to Face (Class)],"Hedrick, Emily (10470145) [Primary, 100%]; Curtis, Ariana (10897366) [0%]",CS 406,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,Course fee of $19 applies; Lab access fee of $45 applies; Software fee of $22 applies,Course fee of $19 applies; Lab access fee of $45 applies; Software fee of $22 applies,0,30,25,30,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3805,31533,2024 Spring,202420,DGM,DWDD,3780,DWDD 3780,001 (31533),RIA II,,Livestream (LS),,MW 2:30pm-3:45pm,MW 2:30pm-3:45pm [Livestream (Class)],"Anderson, Thor (10449872) [Primary, 100%]",LIVE STREAM,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,30,11,30,0,,,,,,,"Lecture is held live on specific days and times, but may include an online component.  Students participate from home using their own computer or device, and interact with the instructor and classmates on camera.",(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7695,NEW,2024 Spring,202420,DGM,DWDD,4240,DWDD 4240,001 (NEW),Experience Design Process,,Face to Face (F),,TR 4pm-5:15pm,TR 4pm-5:15pm [Face to Face (Class)],"Staff [Primary, 100%]",CS 409,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,,,Course Lab fee of $30 applies; Software fee of $15 applies,0,30,,25,0,,,,,New piloted class - This is going to be in CS 409 with the Eye Tracking equipment. We have to move to another time to make this fit. ,,,N--Classroom/Lab is NOT needed,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3806,31534,2024 Spring,202420,DGM,DWDD,4430,DWDD 4430,001 (31534),Adaptive Media II,,Face to Face and Online (FFO),,T 1pm-2:15pm,T 1pm-2:15pm [Face to Face and Online (Class)]; Does Not Meet [Face to Face and Online (Class)],"Hedrick, Emily (10470145) [Primary, 100%]",CS 406; ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Afternoon,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter, https://www.uvu.edu/otl/students/index.html,HY - Hybrid Delivery; Lab access fee of $45 applies,Lab access fee of $45 applies,0,30,10,25,0,,,,,Hybrid class Matches T Portfolio Class on R,,"Course is taught both in person, in a classroom, and via technology. The technology-delivered components include teaching and learning activities and reduces the time traditionally spent in the face-to-face class.",Y--Classroom/Lab is needed,Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651,23666,2024 Spring,202420,DGM,DWDD,4520,DWDD 4520,001 (23666),Digital Product Design Studio,,Face to Face and Online (FFO),,T 10am-11:15am,T 10am-11:15am [Face to Face and Online (Class)]; Does Not Meet [Face to Face and Online (Class)],"Harper, Michael (10004676) [Primary, 100%]",CS 406; ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Morning,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,HY - Hybrid Delivery; Lab access fee of $45 applies,Lab access fee of $45 applies,0,30,29,25,0,,,,,,,"Course is taught both in person, in a classroom, and via technology. The technology-delivered components include teaching and learning activities and reduces the time traditionally spent in the face-to-face class.",(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,15244,2024 Spring,202420,DGM,DWDD,4630,DWDD 4630,X01 (15244),Web Content Management,,Online (W),,Does Not Meet,Does Not Meet [Online (Class)],"Cheney, Paul (10549046) [Primary, 100%]",ONLINE ONLINE,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Not Applicable,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Lab access fee of $45 applies,Lab access fee of $45 applies,0,25,15,25,0,,,,,,,,(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5847,35807,2024 Spring,202420,DGM,DWDD,490R,DWDD 490R,601 (35807),Senior Capstone,,Face to Face (F),,TR 5:30pm-6:45pm,TR 5:30pm-6:45pm [Face to Face (Class)],"Hatch, Daniel (10184014) [Primary, 100%]",CS 409,Active,Full Term (1) - 1 (1/8/24 to 5/1/24),Evening,M,Regular Class without Lab (LEC),Yes,(None Assigned),3,3,Standard Letter,https://www.uvu.edu/otl/students/index.html,Course Lab fee of $30 applies; Software fee of $15 applies,Course Lab fee of $30 applies; Software fee of $15 applies,0,30,26,25,0,,,,,,,"Course is taught both in person, in a classroom, and via technology. The technology-delivered components include teaching and learning activities and reduces the time traditionally spent in the face-to-face class.",(No Option Selected),Include (I),University Advanced Standing (UAS) ,,,,,,,Include (E),Continuing Education (CE) ,,,,,,,,,,
